
104.155.123.199, 990, tcp, ftps
104.155.123.199, 992, tcp, telnets
104.155.123.199, 993, tcp, imaps
104.155.123.199, 995, tcp, pop3s
104.155.123.199, 999, tcp, garcon
104.155.123.199, 1000, tcp, cadlock
104.155.123.199, 1001, tcp, webpush
104.155.123.199, 1002, tcp, windows-icfw
104.155.123.199, 1007, tcp, unknown
104.155.123.199, 1009, tcp, unknown
104.155.123.199, 1010, tcp, surf
104.155.123.199, 1011, tcp, unknown
104.155.123.199, 1021, tcp, exp1
104.155.123.199, 1022, tcp, exp2
104.155.123.199, 1023, tcp, netvenuechat
104.155.123.199, 1024, tcp, kdm
104.155.123.199, 1025, tcp, NFS-or-IIS
104.155.123.199, 1026, tcp, LSA-or-nterm
104.155.123.199, 1027, tcp, IIS
104.155.123.199, 1028, tcp, unknown
104.155.123.199, 1029, tcp, ms-lsa
104.155.123.199, 1030, tcp, iad1
104.155.123.199, 1031, tcp, iad2
104.155.123.199, 1032, tcp, iad3
104.155.123.199, 1033, tcp, netinfo
104.155.123.199, 1034, tcp, zincite-a
104.155.123.199, 1035, tcp, multidropper
104.155.123.199, 1036, tcp, nsstp
104.155.123.199, 1037, tcp, ams
104.155.123.199, 1038, tcp, mtqp
104.155.123.199, 1039, tcp, sbl
104.155.123.199, 1040, tcp, netsaint
104.155.123.199, 1041, tcp, danf-ak2
104.155.123.199, 1042, tcp, afrog
104.155.123.199, 1043, tcp, boinc
104.155.123.199, 1044, tcp, dcutility
104.155.123.199, 1045, tcp, fpitp
104.155.123.199, 1046, tcp, wfremotertm
104.155.123.199, 1047, tcp, neod1
104.155.123.199, 1048, tcp, neod2
104.155.123.199, 1049, tcp, td-postman
104.155.123.199, 1050, tcp, java-or-OTGfileshare
104.155.123.199, 1051, tcp, optima-vnet
104.155.123.199, 1052, tcp, ddt
104.155.123.199, 1053, tcp, remote-as
104.155.123.199, 1054, tcp, brvread
104.155.123.199, 1055, tcp, ansyslmd
104.155.123.199, 1056, tcp, vfo
104.155.123.199, 1057, tcp, startron
104.155.123.199, 1058, tcp, nim
104.155.123.199, 1059, tcp, nimreg
104.155.123.199, 1060, tcp, polestar
104.155.123.199, 1061, tcp, kiosk
104.155.123.199, 1062, tcp, veracity
104.155.123.199, 1063, tcp, kyoceranetdev
104.155.123.199, 1064, tcp, jstel
104.155.123.199, 1065, tcp, syscomlan
104.155.123.199, 1066, tcp, fpo-fns
104.155.123.199, 1067, tcp, instl_boots
104.155.123.199, 1068, tcp, instl_bootc
104.155.123.199, 1069, tcp, cognex-insight
104.155.123.199, 1070, tcp, gmrupdateserv
104.155.123.199, 1071, tcp, bsquare-voip
104.155.123.199, 1072, tcp, cardax
104.155.123.199, 1073, tcp, bridgecontrol
104.155.123.199, 1074, tcp, warmspotMgmt
104.155.123.199, 1075, tcp, rdrmshc
104.155.123.199, 1076, tcp, sns_credit
104.155.123.199, 1077, tcp, imgames
104.155.123.199, 1078, tcp, avocent-proxy
104.155.123.199, 1079, tcp, asprovatalk
104.155.123.199, 1080, tcp, socks
104.155.123.199, 1081, tcp, pvuniwien
104.155.123.199, 1082, tcp, amt-esd-prot
104.155.123.199, 1083, tcp, ansoft-lm-1
104.155.123.199, 1084, tcp, ansoft-lm-2
104.155.123.199, 1085, tcp, webobjects
104.155.123.199, 1086, tcp, cplscrambler-lg
104.155.123.199, 1087, tcp, cplscrambler-in
104.155.123.199, 1088, tcp, cplscrambler-al
104.155.123.199, 1089, tcp, ff-annunc
104.155.123.199, 1090, tcp, ff-fms
104.155.123.199, 1091, tcp, ff-sm
104.155.123.199, 1092, tcp, obrpd
104.155.123.199, 1093, tcp, proofd
104.155.123.199, 1094, tcp, rootd
104.155.123.199, 1095, tcp, nicelink
104.155.123.199, 1096, tcp, cnrprotocol
104.155.123.199, 1097, tcp, sunclustermgr
104.155.123.199, 1098, tcp, rmiactivation
104.155.123.199, 1099, tcp, rmiregistry
104.155.123.199, 1100, tcp, mctp
104.155.123.199, 1102, tcp, adobeserver-1
104.155.123.199, 1104, tcp, xrl
104.155.123.199, 1105, tcp, ftranhc
104.155.123.199, 1106, tcp, isoipsigport-1
104.155.123.199, 1107, tcp, isoipsigport-2
104.155.123.199, 1108, tcp, ratio-adp
104.155.123.199, 1110, tcp, nfsd-status
104.155.123.199, 1111, tcp, lmsocialserver
104.155.123.199, 1112, tcp, msql
104.155.123.199, 1113, tcp, ltp-deepspace
104.155.123.199, 1114, tcp, mini-sql
104.155.123.199, 1117, tcp, ardus-mtrns
104.155.123.199, 1119, tcp, bnetgame
104.155.123.199, 1121, tcp, rmpp
104.155.123.199, 1122, tcp, availant-mgr
104.155.123.199, 1123, tcp, murray
104.155.123.199, 1124, tcp, hpvmmcontrol
104.155.123.199, 1126, tcp, hpvmmdata
104.155.123.199, 1130, tcp, casp
104.155.123.199, 1131, tcp, caspssl
104.155.123.199, 1132, tcp, kvm-via-ip
104.155.123.199, 1137, tcp, trim
104.155.123.199, 1138, tcp, encrypted_admin
104.155.123.199, 1141, tcp, mxomss
104.155.123.199, 1145, tcp, x9-icue
104.155.123.199, 1147, tcp, capioverlan
104.155.123.199, 1148, tcp, elfiq-repl
104.155.123.199, 1149, tcp, bvtsonar
104.155.123.199, 1151, tcp, unizensus
104.155.123.199, 1152, tcp, winpoplanmess
104.155.123.199, 1154, tcp, resacommunity
104.155.123.199, 1163, tcp, sddp
104.155.123.199, 1164, tcp, qsm-proxy
104.155.123.199, 1165, tcp, qsm-gui
104.155.123.199, 1166, tcp, qsm-remote
104.155.123.199, 1169, tcp, tripwire
104.155.123.199, 1174, tcp, fnet-remote-ui
104.155.123.199, 1175, tcp, dossier
104.155.123.199, 1183, tcp, llsurfup-http
104.155.123.199, 1185, tcp, catchpole
104.155.123.199, 1186, tcp, mysql-cluster
104.155.123.199, 1187, tcp, alias
104.155.123.199, 1192, tcp, caids-sensor
104.155.123.199, 1198, tcp, cajo-discovery
104.155.123.199, 1199, tcp, dmidi
104.155.123.199, 1201, tcp, nucleus-sand
104.155.123.199, 1213, tcp, mpc-lifenet
104.155.123.199, 1216, tcp, etebac5
104.155.123.199, 1217, tcp, hpss-ndapi
104.155.123.199, 1218, tcp, aeroflight-ads
104.155.123.199, 1233, tcp, univ-appserver
104.155.123.199, 1234, tcp, hotline
104.155.123.199, 1236, tcp, bvcontrol
104.155.123.199, 1244, tcp, isbconference1
104.155.123.199, 1247, tcp, visionpyramid
104.155.123.199, 1248, tcp, hermes
104.155.123.199, 1259, tcp, opennl-voice
104.155.123.199, 1271, tcp, excw
104.155.123.199, 1272, tcp, cspmlockmgr
104.155.123.199, 1277, tcp, miva-mqs
104.155.123.199, 1287, tcp, routematch
104.155.123.199, 1296, tcp, dproxy
104.155.123.199, 1300, tcp, h323hostcallsc
104.155.123.199, 1301, tcp, ci3-software-1
104.155.123.199, 1309, tcp, jtag-server
104.155.123.199, 1310, tcp, husky
104.155.123.199, 1311, tcp, rxmon
104.155.123.199, 1322, tcp, novation
104.155.123.199, 1328, tcp, ewall
104.155.123.199, 1334, tcp, writesrv
104.155.123.199, 1352, tcp, lotusnotes
104.155.123.199, 1417, tcp, timbuktu-srv1
104.155.123.199, 1433, tcp, ms-sql-s
104.155.123.199, 1434, tcp, ms-sql-m
104.155.123.199, 1443, tcp, ies-lm
104.155.123.199, 1455, tcp, esl-lm
104.155.123.199, 1461, tcp, ibm_wrless_lan
104.155.123.199, 1494, tcp, citrix-ica
104.155.123.199, 1500, tcp, vlsi-lm
104.155.123.199, 1501, tcp, sas-3
104.155.123.199, 1503, tcp, imtc-mcs
104.155.123.199, 1521, tcp, oracle
104.155.123.199, 1524, tcp, ingreslock
104.155.123.199, 1533, tcp, virtual-places
104.155.123.199, 1556, tcp, veritas_pbx
104.155.123.199, 1580, tcp, tn-tl-r1
104.155.123.199, 1583, tcp, simbaexpress
104.155.123.199, 1594, tcp, sixtrak
104.155.123.199, 1600, tcp, issd
104.155.123.199, 1641, tcp, invision
104.155.123.199, 1658, tcp, sixnetudr
104.155.123.199, 1666, tcp, netview-aix-6
104.155.123.199, 1687, tcp, nsjtp-ctrl
104.155.123.199, 1688, tcp, nsjtp-data
104.155.123.199, 1700, tcp, mps-raft
104.155.123.199, 1717, tcp, fj-hdnet
104.155.123.199, 1718, tcp, h323gatedisc
104.155.123.199, 1719, tcp, h323gatestat
104.155.123.199, 1720, tcp, h323q931
104.155.123.199, 1721, tcp, caicci
104.155.123.199, 1723, tcp, pptp
104.155.123.199, 1755, tcp, wms
104.155.123.199, 1761, tcp, landesk-rc
104.155.123.199, 1782, tcp, hp-hcip
104.155.123.199, 1783, tcp, unknown
104.155.123.199, 1801, tcp, msmq
104.155.123.199, 1805, tcp, enl-name
104.155.123.199, 1812, tcp, radius
104.155.123.199, 1839, tcp, netopia-vo1
104.155.123.199, 1840, tcp, netopia-vo2
104.155.123.199, 1862, tcp, mysql-cm-agent
104.155.123.199, 1863, tcp, msnp
104.155.123.199, 1864, tcp, paradym-31
104.155.123.199, 1875, tcp, westell-stats
104.155.123.199, 1900, tcp, upnp
104.155.123.199, 1914, tcp, elm-momentum
104.155.123.199, 1935, tcp, rtmp
104.155.123.199, 1947, tcp, sentinelsrm
104.155.123.199, 1971, tcp, netop-school
104.155.123.199, 1972, tcp, intersys-cache
104.155.123.199, 1974, tcp, drp
104.155.123.199, 1984, tcp, bigbrother
104.155.123.199, 1998, tcp, x25-svc-port
104.155.123.199, 1999, tcp, tcp-id-port
104.155.123.199, 2000, tcp, cisco-sccp
104.155.123.199, 2001, tcp, dc
104.155.123.199, 2002, tcp, globe
104.155.123.199, 2003, tcp, finger
104.155.123.199, 2004, tcp, mailbox
104.155.123.199, 2005, tcp, deslogin
104.155.123.199, 2006, tcp, invokator
104.155.123.199, 2007, tcp, dectalk
104.155.123.199, 2008, tcp, conf
104.155.123.199, 2009, tcp, news
104.155.123.199, 2010, tcp, search
104.155.123.199, 2013, tcp, raid-am
104.155.123.199, 2020, tcp, xinupageserver
104.155.123.199, 2021, tcp, servexec
104.155.123.199, 2022, tcp, down
104.155.123.199, 2030, tcp, device2
104.155.123.199, 2033, tcp, glogger
104.155.123.199, 2034, tcp, scoremgr
104.155.123.199, 2035, tcp, imsldoc
104.155.123.199, 2038, tcp, objectmanager
104.155.123.199, 2040, tcp, lam
104.155.123.199, 2041, tcp, interbase
104.155.123.199, 2042, tcp, isis
104.155.123.199, 2043, tcp, isis-bcast
104.155.123.199, 2045, tcp, cdfunc
104.155.123.199, 2046, tcp, sdfunc
104.155.123.199, 2047, tcp, dls
104.155.123.199, 2048, tcp, dls-monitor
104.155.123.199, 2049, tcp, nfs
104.155.123.199, 2065, tcp, dlsrpn
104.155.123.199, 2068, tcp, avocentkvm
104.155.123.199, 2099, tcp, h2250-annex-g
104.155.123.199, 2100, tcp, amiganetfs
104.155.123.199, 2103, tcp, zephyr-clt
104.155.123.199, 2105, tcp, eklogin
104.155.123.199, 2106, tcp, ekshell
104.155.123.199, 2107, tcp, msmq-mgmt
104.155.123.199, 2111, tcp, kx
104.155.123.199, 2119, tcp, gsigatekeeper
104.155.123.199, 2121, tcp, ccproxy-ftp
104.155.123.199, 2126, tcp, pktcable-cops
104.155.123.199, 2135, tcp, gris
104.155.123.199, 2144, tcp, lv-ffx
104.155.123.199, 2160, tcp, apc-2160
104.155.123.199, 2161, tcp, apc-agent
104.155.123.199, 2170, tcp, eyetv
104.155.123.199, 2179, tcp, vmrdp
104.155.123.199, 2190, tcp, tivoconnect
104.155.123.199, 2191, tcp, tvbus
104.155.123.199, 2196, tcp, unknown
104.155.123.199, 2200, tcp, ici
104.155.123.199, 2222, tcp, EtherNetIP-1
104.155.123.199, 2251, tcp, dif-port
104.155.123.199, 2260, tcp, apc-2260
104.155.123.199, 2288, tcp, netml
104.155.123.199, 2301, tcp, compaqdiag
104.155.123.199, 2323, tcp, 3d-nfsd
104.155.123.199, 2366, tcp, qip-login
104.155.123.199, 2381, tcp, compaq-https
104.155.123.199, 2382, tcp, ms-olap3
104.155.123.199, 2383, tcp, ms-olap4
104.155.123.199, 2393, tcp, ms-olap1
104.155.123.199, 2394, tcp, ms-olap2
104.155.123.199, 2399, tcp, fmpro-fdal
104.155.123.199, 2401, tcp, cvspserver
104.155.123.199, 2492, tcp, groove
104.155.123.199, 2500, tcp, rtsserv
104.155.123.199, 2522, tcp, windb
104.155.123.199, 2525, tcp, ms-v-worlds
104.155.123.199, 2557, tcp, nicetec-mgmt
104.155.123.199, 2601, tcp, zebra
104.155.123.199, 2602, tcp, ripd
104.155.123.199, 2604, tcp, ospfd
104.155.123.199, 2605, tcp, bgpd
104.155.123.199, 2607, tcp, connection
104.155.123.199, 2608, tcp, wag-service
104.155.123.199, 2638, tcp, sybase
104.155.123.199, 2701, tcp, sms-rcinfo
104.155.123.199, 2702, tcp, sms-xfer
104.155.123.199, 2710, tcp, sso-service
104.155.123.199, 2717, tcp, pn-requester
104.155.123.199, 2718, tcp, pn-requester2
104.155.123.199, 2725, tcp, msolap-ptp2
104.155.123.199, 2800, tcp, acc-raid
104.155.123.199, 2809, tcp, corbaloc
104.155.123.199, 2811, tcp, gsiftp
104.155.123.199, 2869, tcp, icslap
104.155.123.199, 2875, tcp, dxmessagebase2
104.155.123.199, 2909, tcp, funk-dialout
104.155.123.199, 2910, tcp, tdaccess
104.155.123.199, 2920, tcp, roboeda
104.155.123.199, 2967, tcp, symantec-av
104.155.123.199, 2968, tcp, enpp
104.155.123.199, 2998, tcp, iss-realsec
104.155.123.199, 3000, tcp, ppp
104.155.123.199, 3001, tcp, nessus
104.155.123.199, 3003, tcp, cgms
104.155.123.199, 3005, tcp, deslogin
104.155.123.199, 3006, tcp, deslogind
104.155.123.199, 3007, tcp, lotusmtap
104.155.123.199, 3011, tcp, trusted-web
104.155.123.199, 3013, tcp, gilatskysurfer
104.155.123.199, 3017, tcp, event_listener
104.155.123.199, 3030, tcp, arepa-cas
104.155.123.199, 3031, tcp, eppc
104.155.123.199, 3052, tcp, powerchute
104.155.123.199, 3071, tcp, csd-mgmt-port
104.155.123.199, 3077, tcp, orbix-loc-ssl
104.155.123.199, 3128, tcp, squid-http
104.155.123.199, 3168, tcp, poweronnud
104.155.123.199, 3211, tcp, avsecuremgmt
104.155.123.199, 3221, tcp, xnm-clear-text
104.155.123.199, 3260, tcp, iscsi
104.155.123.199, 3261, tcp, winshadow
104.155.123.199, 3268, tcp, globalcatLDAP
104.155.123.199, 3269, tcp, globalcatLDAPssl
104.155.123.199, 3283, tcp, netassistant
104.155.123.199, 3300, tcp, ceph
104.155.123.199, 3301, tcp, unknown
104.155.123.199, 3306, tcp, mysql
104.155.123.199, 3322, tcp, active-net
104.155.123.199, 3323, tcp, active-net
104.155.123.199, 3324, tcp, active-net
104.155.123.199, 3325, tcp, active-net
104.155.123.199, 3333, tcp, dec-notes
104.155.123.199, 3351, tcp, btrieve
104.155.123.199, 3367, tcp, satvid-datalnk
104.155.123.199, 3369, tcp, satvid-datalnk
104.155.123.199, 3370, tcp, satvid-datalnk
104.155.123.199, 3371, tcp, satvid-datalnk
104.155.123.199, 3372, tcp, msdtc
104.155.123.199, 3389, tcp, ms-wbt-server
104.155.123.199, 3390, tcp, dsc
104.155.123.199, 3404, tcp, unknown
104.155.123.199, 3476, tcp, nppmp
104.155.123.199, 3493, tcp, nut
104.155.123.199, 3517, tcp, 802-11-iapp
104.155.123.199, 3527, tcp, beserver-msg-q
104.155.123.199, 3546, tcp, unknown
104.155.123.199, 3551, tcp, apcupsd
104.155.123.199, 3580, tcp, nati-svrloc
104.155.123.199, 3659, tcp, apple-sasl
104.155.123.199, 3689, tcp, rendezvous
104.155.123.199, 3690, tcp, svn
104.155.123.199, 3703, tcp, adobeserver-3
104.155.123.199, 3737, tcp, xpanel
104.155.123.199, 3766, tcp, sitewatch-s
104.155.123.199, 3784, tcp, bfd-control
104.155.123.199, 3800, tcp, pwgpsi
104.155.123.199, 3801, tcp, ibm-mgr
104.155.123.199, 3809, tcp, apocd
104.155.123.199, 3814, tcp, neto-dcs
104.155.123.199, 3826, tcp, wormux
104.155.123.199, 3827, tcp, netmpi
104.155.123.199, 3828, tcp, neteh
104.155.123.199, 3851, tcp, spectraport
104.155.123.199, 3869, tcp, ovsam-mgmt
104.155.123.199, 3871, tcp, avocent-adsap
104.155.123.199, 3878, tcp, fotogcad
104.155.123.199, 3880, tcp, igrs
104.155.123.199, 3889, tcp, dandv-tester
104.155.123.199, 3905, tcp, mupdate
104.155.123.199, 3914, tcp, listcrt-port-2
104.155.123.199, 3918, tcp, pktcablemmcops
104.155.123.199, 3920, tcp, exasoftport1
104.155.123.199, 3945, tcp, emcads
104.155.123.199, 3971, tcp, lanrevserver
104.155.123.199, 3986, tcp, mapper-ws_ethd
104.155.123.199, 3995, tcp, iss-mgmt-ssl
104.155.123.199, 3998, tcp, dnx
104.155.123.199, 4000, tcp, remoteanything
104.155.123.199, 4001, tcp, newoak
104.155.123.199, 4002, tcp, mlchat-proxy
104.155.123.199, 4003, tcp, pxc-splr-ft
104.155.123.199, 4004, tcp, pxc-roid
104.155.123.199, 4005, tcp, pxc-pin
104.155.123.199, 4006, tcp, pxc-spvr
104.155.123.199, 4045, tcp, lockd
104.155.123.199, 4111, tcp, xgrid
104.155.123.199, 4125, tcp, rww
104.155.123.199, 4126, tcp, ddrepl
104.155.123.199, 4129, tcp, nuauth
104.155.123.199, 4224, tcp, xtell
104.155.123.199, 4242, tcp, vrml-multi-use
104.155.123.199, 4279, tcp, vrml-multi-use
104.155.123.199, 4321, tcp, rwhois
104.155.123.199, 4343, tcp, unicall
104.155.123.199, 4443, tcp, pharos
104.155.123.199, 4444, tcp, krb524
104.155.123.199, 4445, tcp, upnotifyp
104.155.123.199, 4446, tcp, n1-fwp
104.155.123.199, 4449, tcp, privatewire
104.155.123.199, 4550, tcp, gds-adppiw-db
104.155.123.199, 4567, tcp, tram
104.155.123.199, 4662, tcp, edonkey
104.155.123.199, 4848, tcp, appserv-http
104.155.123.199, 4899, tcp, radmin
104.155.123.199, 4900, tcp, hfcs
104.155.123.199, 4998, tcp, maybe-veritas
104.155.123.199, 5000, tcp, upnp
104.155.123.199, 5001, tcp, commplex-link
104.155.123.199, 5002, tcp, rfe
104.155.123.199, 5003, tcp, filemaker
104.155.123.199, 5004, tcp, avt-profile-1
104.155.123.199, 5009, tcp, airport-admin
104.155.123.199, 5030, tcp, surfpass
104.155.123.199, 5033, tcp, jtnetd-server
104.155.123.199, 5050, tcp, mmcc
104.155.123.199, 5051, tcp, ida-agent
104.155.123.199, 5054, tcp, rlm-admin
104.155.123.199, 5060, tcp, sip
104.155.123.199, 5061, tcp, sip-tls
104.155.123.199, 5080, tcp, onscreen
104.155.123.199, 5087, tcp, biotic
104.155.123.199, 5100, tcp, admd
104.155.123.199, 5101, tcp, admdog
104.155.123.199, 5102, tcp, admeng
104.155.123.199, 5120, tcp, barracuda-bbs
104.155.123.199, 5190, tcp, aol
104.155.123.199, 5200, tcp, targus-getdata
104.155.123.199, 5214, tcp, unknown
104.155.123.199, 5221, tcp, 3exmp
104.155.123.199, 5222, tcp, xmpp-client
104.155.123.199, 5225, tcp, hp-server
104.155.123.199, 5226, tcp, hp-status
104.155.123.199, 5269, tcp, xmpp-server
104.155.123.199, 5280, tcp, xmpp-bosh
104.155.123.199, 5298, tcp, presence
104.155.123.199, 5357, tcp, wsdapi
104.155.123.199, 5405, tcp, pcduo
104.155.123.199, 5414, tcp, statusd
104.155.123.199, 5431, tcp, park-agent
104.155.123.199, 5432, tcp, postgresql
104.155.123.199, 5440, tcp, unknown
104.155.123.199, 5500, tcp, hotline
104.155.123.199, 5510, tcp, secureidprop
104.155.123.199, 5544, tcp, unknown
104.155.123.199, 5550, tcp, sdadmind
104.155.123.199, 5555, tcp, freeciv
104.155.123.199, 5560, tcp, isqlplus
104.155.123.199, 5566, tcp, westec-connect
104.155.123.199, 5631, tcp, pcanywheredata
104.155.123.199, 5633, tcp, beorl
104.155.123.199, 5666, tcp, nrpe
104.155.123.199, 5678, tcp, rrac
104.155.123.199, 5679, tcp, activesync
104.155.123.199, 5718, tcp, dpm
104.155.123.199, 5730, tcp, unieng
104.155.123.199, 5800, tcp, vnc-http
104.155.123.199, 5801, tcp, vnc-http-1
104.155.123.199, 5802, tcp, vnc-http-2
104.155.123.199, 5810, tcp, unknown
104.155.123.199, 5811, tcp, unknown
104.155.123.199, 5815, tcp, unknown
104.155.123.199, 5822, tcp, unknown
104.155.123.199, 5825, tcp, unknown
104.155.123.199, 5850, tcp, unknown
104.155.123.199, 5859, tcp, wherehoo
104.155.123.199, 5862, tcp, unknown
104.155.123.199, 5877, tcp, unknown
104.155.123.199, 5900, tcp, vnc
104.155.123.199, 5901, tcp, vnc-1
104.155.123.199, 5902, tcp, vnc-2
104.155.123.199, 5903, tcp, vnc-3
104.155.123.199, 5904, tcp, unknown
104.155.123.199, 5906, tcp, unknown
104.155.123.199, 5907, tcp, unknown
104.155.123.199, 5910, tcp, cm
104.155.123.199, 5911, tcp, cpdlc
104.155.123.199, 5915, tcp, unknown
104.155.123.199, 5922, tcp, unknown
104.155.123.199, 5925, tcp, unknown
104.155.123.199, 5950, tcp, unknown
104.155.123.199, 5952, tcp, unknown
104.155.123.199, 5959, tcp, unknown
104.155.123.199, 5960, tcp, unknown
104.155.123.199, 5961, tcp, unknown
104.155.123.199, 5962, tcp, unknown
104.155.123.199, 5963, tcp, indy
104.155.123.199, 5987, tcp, wbem-rmi
104.155.123.199, 5988, tcp, wbem-http
104.155.123.199, 5989, tcp, wbem-https
104.155.123.199, 5998, tcp, ncd-diag
104.155.123.199, 5999, tcp, ncd-conf
104.155.123.199, 6000, tcp, X11
104.155.123.199, 6001, tcp, X11:1
104.155.123.199, 6002, tcp, X11:2
104.155.123.199, 6003, tcp, X11:3
104.155.123.199, 6004, tcp, X11:4
104.155.123.199, 6005, tcp, X11:5
104.155.123.199, 6006, tcp, X11:6
104.155.123.199, 6007, tcp, X11:7
104.155.123.199, 6009, tcp, X11:9
104.155.123.199, 6025, tcp, x11
104.155.123.199, 6059, tcp, X11:59
104.155.123.199, 6100, tcp, synchronet-db
104.155.123.199, 6101, tcp, backupexec
